"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2026-02-28 10:53:45","44124825819","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 10:53:45","0.0053ETH","1862.78","9.872734USDT","FILLED"
"2026-02-28 10:23:43","58307584231","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 10:23:43","0.00015BTC","63930.33","9.5895495USDT","FILLED"
"2026-02-28 10:23:38","16561575154","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 10:23:38","0.12SOL","78.57","9.4284USDT","FILLED"
"2026-02-28 09:53:35","44123241687","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 09:53:35","0.0053ETH","1856.27","9.838231USDT","FILLED"
"2026-02-28 09:53:35","16561372668","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 09:53:35","0.12SOL","78.46","9.4152USDT","FILLED"
"2026-02-28 09:23:33","44122272659","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 09:23:33","0.0053ETH","1860.11","9.858583USDT","FILLED"
"2026-02-28 09:23:32","58305425396","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 09:23:32","0.00015BTC","63794.72","9.569208USDT","FILLED"
"2026-02-28 09:08:36","58304670493","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 09:08:36","0.00015BTC","63492.81","9.5239215USDT","FILLED"
"2026-02-28 09:08:32","16560978542","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 09:08:32","0.12SOL","78","9.36USDT","FILLED"
"2026-02-28 08:38:30","16560769219","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 08:38:30","0.12SOL","78.43","9.4116USDT","FILLED"
"2026-02-28 08:38:29","44120673394","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 08:38:29","0.0053ETH","1862.3","9.87019USDT","FILLED"
"2026-02-28 08:08:27","44119463599","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 08:08:27","0.0053ETH","1861","9.8633USDT","FILLED"
"2026-02-28 08:08:26","58301975712","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 08:08:26","0.00015BTC","63659.99","9.5489985USDT","FILLED"
"2026-02-28 07:38:24","58300114602","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 07:38:24","0.00015BTC","64057.41","9.6086115USDT","FILLED"
"2026-02-28 07:38:20","16560062587","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 07:38:20","0.12SOL","78.72","9.4464USDT","FILLED"
"2026-02-28 07:08:17","16559626518","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 07:08:17","0.12SOL","78.71","9.4452USDT","FILLED"
"2026-02-28 07:08:17","44116167722","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 07:08:17","0.0053ETH","1861.98","9.868494USDT","FILLED"
"2026-02-28 06:50:31","44114084888","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 06:50:31","0.0053ETH","1854.29","9.827737USDT","FILLED"
"2026-02-28 06:50:30","58295742840","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 06:50:30","0.00015BTC","63560","9.534USDT","FILLED"
"2026-02-28 06:30:53","58293121122","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 06:30:53","0.00015BTC","64514.88","9.677232USDT","FILLED"
"2026-02-28 06:30:49","16558293053","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 06:30:49","0.12SOL","79.69","9.5628USDT","FILLED"
"2026-02-28 06:30:14","16558269867","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 06:30:14","0.12SOL","79.42","9.5304USDT","FILLED"
"2026-02-28 06:30:14","44111538508","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-28 06:30:14","0.0052ETH","1872.68","9.737936USDT","FILLED"
"2026-02-28 06:21:58","58292145524","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 06:21:58","0.00015BTC","65167.24","9.775086USDT","FILLED"
"2026-02-28 06:21:58","44110690624","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-28 06:21:58","0.0052ETH","1905.24","9.907248USDT","FILLED"
"2026-02-28 06:18:12","58291596393","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 06:18:12","0.00015BTC","64856.14","9.728421USDT","FILLED"
"2026-02-28 06:18:08","16557860013","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 06:18:08","0.12SOL","80.15","9.618USDT","FILLED"
"2026-02-28 06:10:03","16557763275","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 06:10:03","0.12SOL","81.38","9.7656USDT","FILLED"
"2026-02-28 06:10:02","44109662823","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-28 06:10:02","0.0052ETH","1916.55","9.96606USDT","FILLED"
"2026-02-28 05:40:00","44109296767","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-28 05:40:00","0.0052ETH","1919.99","9.983948USDT","FILLED"
"2026-02-28 05:39:59","58290759606","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 05:39:59","0.00015BTC","65590.78","9.838617USDT","FILLED"
"2026-02-28 05:09:57","58290302731","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 05:09:57","0.00015BTC","65693.86","9.854079USDT","FILLED"
"2026-02-28 05:09:53","16557603625","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 05:09:53","0.12SOL","81.72","9.8064USDT","FILLED"
"2026-02-28 04:39:50","16557537808","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 04:39:50","0.12SOL","81.68","9.8016USDT","FILLED"
"2026-02-28 04:39:49","44108620517","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-28 04:39:49","0.0051ETH","1926.06","9.822906USDT","FILLED"
"2026-02-28 04:09:48","44108117283","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-28 04:09:48","0.0051ETH","1924.34","9.814134USDT","FILLED"
"2026-02-28 04:09:47","58289255272","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 04:09:47","0.00015BTC","65751.99","9.8627985USDT","FILLED"
"2026-02-28 03:39:44","58288858999","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 03:39:44","0.00015BTC","65790.01","9.8685015USDT","FILLED"
"2026-02-28 03:39:40","16557351448","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 03:39:40","0.12SOL","81.65","9.798USDT","FILLED"
"2026-02-28 03:09:37","44107455064","ETHUSDT","Market","SELL","0","0.005ETH","2026-02-28 03:09:37","0.005ETH","1928.48","9.6424USDT","FILLED"
"2026-02-28 03:09:37","16557268053","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 03:09:37","0.12SOL","81.99","9.8388USDT","FILLED"
"2026-02-28 02:39:35","44107157823","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-28 02:39:35","0.0051ETH","1928.21","9.833871USDT","FILLED"
"2026-02-28 02:39:34","58287990640","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 02:39:34","0.00015BTC","65945.28","9.891792USDT","FILLED"
"2026-02-28 02:09:32","58287568750","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 02:09:32","0.00015BTC","65901.51","9.8852265USDT","FILLED"
"2026-02-28 02:09:27","16557124862","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 02:09:27","0.12SOL","81.98","9.8376USDT","FILLED"
"2026-02-28 01:39:26","16557043168","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 01:39:26","0.12SOL","81.97","9.8364USDT","FILLED"
"2026-02-28 01:39:25","44106445104","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-28 01:39:25","0.0051ETH","1927.35","9.829485USDT","FILLED"
"2026-02-28 01:09:23","44105921482","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-28 01:09:23","0.0051ETH","1931.19","9.849069USDT","FILLED"
"2026-02-28 01:09:22","58286507243","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 01:09:22","0.00015BTC","65857.42","9.878613USDT","FILLED"
"2026-02-28 00:39:20","58286051787","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 00:39:20","0.00015BTC","65820.61","9.8730915USDT","FILLED"
"2026-02-28 00:39:15","16556829585","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 00:39:15","0.12SOL","81.78","9.8136USDT","FILLED"
"2026-02-28 00:09:13","16556729114","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 00:09:13","0.12SOL","82","9.84USDT","FILLED"
"2026-02-28 00:09:13","44105066499","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-28 00:09:13","0.0051ETH","1931.7","9.85167USDT","FILLED"
"2026-02-27 23:39:10","58284987210","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 23:39:10","0.00015BTC","65911.96","9.886794USDT","FILLED"
"2026-02-27 23:39:10","44104671304","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-27 23:39:10","0.0051ETH","1930.21","9.844071USDT","FILLED"
"2026-02-27 23:09:08","58284386137","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 23:09:08","0.00015BTC","65776.56","9.866484USDT","FILLED"
"2026-02-27 23:09:03","16556485633","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 23:09:03","0.12SOL","81.58","9.7896USDT","FILLED"
"2026-02-27 22:39:01","16556303935","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 22:39:01","0.12SOL","81.19","9.7428USDT","FILLED"
"2026-02-27 22:39:00","44103361115","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-27 22:39:00","0.0052ETH","1908.9","9.92628USDT","FILLED"
"2026-02-27 21:59:36","44102372404","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-27 21:59:36","0.0052ETH","1921.16","9.990032USDT","FILLED"
"2026-02-27 21:59:35","58282623668","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 21:59:35","0.00015BTC","65527.58","9.829137USDT","FILLED"
"2026-02-27 21:29:33","58282079813","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 21:29:33","0.00015BTC","65718.82","9.857823USDT","FILLED"
"2026-02-27 21:29:29","16555990013","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 21:29:29","0.12SOL","81.58","9.7896USDT","FILLED"
"2026-02-27 20:59:27","16555832768","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 20:59:27","0.12SOL","81.27","9.7524USDT","FILLED"
"2026-02-27 20:59:26","44101264464","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-27 20:59:26","0.0051ETH","1922.34","9.803934USDT","FILLED"
"2026-02-27 20:29:24","44100553037","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-27 20:29:24","0.0051ETH","1923.83","9.811533USDT","FILLED"
"2026-02-27 20:29:23","58280402997","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 20:29:23","0.00015BTC","65563.07","9.8344605USDT","FILLED"
"2026-02-27 19:59:20","58279600054","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 19:59:20","0.00015BTC","65414.01","9.8121015USDT","FILLED"
"2026-02-27 19:59:16","16555553952","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 19:59:16","0.12SOL","81.56","9.7872USDT","FILLED"
"2026-02-27 19:29:14","16555435268","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 19:29:14","0.12SOL","81.64","9.7968USDT","FILLED"
"2026-02-27 19:29:13","44099383757","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-27 19:29:13","0.0052ETH","1920.68","9.987536USDT","FILLED"
"2026-02-27 18:59:11","44098625378","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-27 18:59:11","0.0052ETH","1917.95","9.97334USDT","FILLED"
"2026-02-27 18:59:10","58277818244","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 18:59:10","0.00015BTC","65313.25","9.7969875USDT","FILLED"
"2026-02-27 18:29:08","58276770752","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 18:29:08","0.00015BTC","65528.46","9.829269USDT","FILLED"
"2026-02-27 18:29:04","16555101943","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 18:29:04","0.12SOL","81.69","9.8028USDT","FILLED"
"2026-02-27 17:59:01","44096631801","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-27 17:59:01","0.0052ETH","1933.34","10.053368USDT","FILLED"
"2026-02-27 17:59:01","16554879681","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 17:59:01","0.12SOL","81.81","9.8172USDT","FILLED"
"2026-02-27 17:51:40","44096303892","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-27 17:51:40","0.0052ETH","1923.37","10.001524USDT","FILLED"
"2026-02-27 17:51:40","58275198925","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 17:51:40","0.00015BTC","65496.6","9.82449USDT","FILLED"
"2026-02-27 17:21:38","58273393774","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 17:21:38","0.00015BTC","65369.35","9.8054025USDT","FILLED"
"2026-02-27 17:21:33","16554502786","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 17:21:33","0.12SOL","81.42","9.7704USDT","FILLED"
"2026-02-27 16:51:31","16554201001","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 16:51:31","0.12SOL","81.6","9.792USDT","FILLED"
"2026-02-27 16:51:30","44093114322","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-27 16:51:30","0.0051ETH","1926.32","9.824232USDT","FILLED"
"2026-02-27 16:21:28","44091801954","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-27 16:21:28","0.0051ETH","1937.6","9.88176USDT","FILLED"
"2026-02-27 16:21:28","58270154375","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 16:21:28","0.00015BTC","65872.95","9.8809425USDT","FILLED"
"2026-02-27 15:51:27","58268468041","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 15:51:27","0.00015BTC","66138.46","9.920769USDT","FILLED"
"2026-02-27 15:51:23","16553624188","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 15:51:23","0.12SOL","82.85","9.942USDT","FILLED"
"2026-02-27 15:21:21","16553334254","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 15:21:21","0.12SOL","82.76","9.9312USDT","FILLED"
"2026-02-27 15:21:20","44088862315","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-27 15:21:20","0.0051ETH","1948.84","9.939084USDT","FILLED"
"2026-02-27 14:51:17","58264241968","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 14:51:17","0.00015BTC","65848.36","9.877254USDT","FILLED"
"2026-02-27 14:51:17","44086583931","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-27 14:51:17","0.0051ETH","1947.57","9.932607USDT","FILLED"
"2026-02-27 14:21:15","58261542726","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 14:21:15","0.00015BTC","66162.28","9.924342USDT","FILLED"
"2026-02-27 14:21:10","16552273491","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 14:21:10","0.12SOL","82.87","9.9444USDT","FILLED"
"2026-02-27 13:51:08","16552026383","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 13:51:08","0.12SOL","82.99","9.9588USDT","FILLED"
"2026-02-27 13:51:08","44082964920","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-27 13:51:08","0.0051ETH","1965.26","10.022826USDT","FILLED"
"2026-02-27 13:31:01","44081740790","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-27 13:31:01","0.0051ETH","1955.97","9.975447USDT","FILLED"
"2026-02-27 13:31:01","58258903897","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 13:31:01","0.00015BTC","65941.99","9.8912985USDT","FILLED"
"2026-02-27 13:00:58","58257700562","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 13:00:58","0.00015BTC","65990.1","9.898515USDT","FILLED"
"2026-02-27 13:00:54","16551477158","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-27 13:00:54","0.12SOL","83.21","9.9852USDT","FILLED"
"2026-02-27 12:42:33","44080109035","ETHUSDT","Market","SELL","0","0.005ETH","2026-02-27 12:42:33","0.005ETH","1957.93","9.78965USDT","FILLED"
"2026-02-27 12:42:33","16551329821","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-27 12:42:33","0.12SOL","82.88","9.9456USDT","FILLED"
"2026-02-27 12:12:30","58255888270","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-27 12:12:30","0.00015BTC","66085.21","9.9127815USDT","FILLED"
"2026-02-27 12:12:30","44079258449","ETHUSDT","Market","BUY","0","0.005ETH","2026-02-27 12:12:30","0.005ETH","1963.26","9.8163USDT","FILLED"
"2026-02-27 11:42:27","58254469702","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-27 11:42:27","0.00015BTC","65980","9.897USDT","FILLED"
"2026-02-27 11:42:22","16550793784","SOLUSDT","Market","SELL","0","0.11SOL","2026-02-27 11:42:22","0.11SOL","83.5","9.185USDT","FILLED"
"2026-02-27 11:15:26","16550470095","SOLUSDT","Market","BUY","0","0.11SOL","2026-02-27 11:15:26","0.11SOL","84.72","9.3192USDT","FILLED"
"2026-02-27 11:15:25","44076632412","ETHUSDT","Market","SELL","0","0.005ETH","2026-02-27 11:15:25","0.005ETH","1980.62","9.9031USDT","FILLED"
"2026-02-27 10:45:23","44075546271","ETHUSDT","Market","BUY","0","0.005ETH","2026-02-27 10:45:23","0.005ETH","1992.63","9.96315USDT","FILLED"
"2026-02-27 10:45:22","58251663993","BTCUSDT","Market","SELL","0","0.00014BTC","2026-02-27 10:45:22","0.00014BTC","66788.53","9.3503942USDT","FILLED"
"2026-02-27 10:15:20","58250326263","BTCUSDT","Market","BUY","0","0.00014BTC","2026-02-27 10:15:20","0.00014BTC","66864.59","9.3610426USDT","FILLED"
"2026-02-27 10:15:15","16550000703","SOLUSDT","Market","SELL","0","0.11SOL","2026-02-27 10:15:15","0.11SOL","85.27","9.3797USDT","FILLED"
"2026-02-27 09:56:24","44073472862","ETHUSDT","Market","SELL","0","0.0049ETH","2026-02-27 09:56:24","0.0049ETH","2014.56","9.871344USDT","FILLED"
"2026-02-27 09:56:24","16549765842","SOLUSDT","Market","BUY","0","0.11SOL","2026-02-27 09:56:24","0.11SOL","86.51","9.5161USDT","FILLED"
"2026-02-27 09:26:21","58247990366","BTCUSDT","Market","SELL","0","0.00014BTC","2026-02-27 09:26:21","0.00014BTC","67991.82","9.5188548USDT","FILLED"
"2026-02-27 09:26:21","44072411934","ETHUSDT","Market","BUY","0","0.0049ETH","2026-02-27 09:26:21","0.0049ETH","2035.43","9.973607USDT","FILLED"
"2026-02-27 08:56:19","58246893351","BTCUSDT","Market","BUY","0","0.00014BTC","2026-02-27 08:56:19","0.00014BTC","67982.19","9.5175066USDT","FILLED"
"2026-02-27 08:56:14","16549364068","SOLUSDT","Market","SELL","0","0.11SOL","2026-02-27 08:56:14","0.11SOL","87.56","9.6316USDT","FILLED"
"2026-02-27 08:26:12","16549217716","SOLUSDT","Market","BUY","0","0.11SOL","2026-02-27 08:26:12","0.11SOL","87.64","9.6404USDT","FILLED"
"2026-02-27 08:26:11","44071219619","ETHUSDT","Market","SELL","0","0.0056ETH","2026-02-27 08:26:11","0.0056ETH","2036.3","11.40328USDT","FILLED"
"2026-02-27 07:56:11","44070435497","ETHUSDT","Market","BUY","0","0.0056ETH","2026-02-27 07:56:11","0.0056ETH","2030.42","11.370352USDT","FILLED"
"2026-02-27 07:56:10","58245033892","BTCUSDT","Market","SELL","0","0.00017BTC","2026-02-27 07:56:10","0.00017BTC","67687.38","11.5068546USDT","FILLED"
"2026-02-27 07:26:08","58244167991","BTCUSDT","Market","BUY","0","0.00017BTC","2026-02-27 07:26:08","0.00017BTC","67617.85","11.4950345USDT","FILLED"
"2026-02-26 06:14:48","16537800613","SOLUSDT","Market","SELL","0","0.13SOL","2026-02-26 06:14:48","0.13SOL","87.8","11.414USDT","FILLED"
"2026-02-26 05:44:30","16537609314","SOLUSDT","Market","BUY","0","0.13SOL","2026-02-26 05:44:30","0.13SOL","87.85","11.4205USDT","FILLED"
"2026-02-26 05:44:29","44018964163","ETHUSDT","Market","SELL","0","0.0055ETH","2026-02-26 05:44:29","0.0055ETH","2065.1","11.35805USDT","FILLED"
"2026-02-26 05:14:27","44017979068","ETHUSDT","Market","BUY","0","0.0055ETH","2026-02-26 05:14:27","0.0055ETH","2063.28","11.34804USDT","FILLED"
"2026-02-26 05:14:26","58180298748","BTCUSDT","Market","SELL","0","0.00016BTC","2026-02-26 05:14:26","0.00016BTC","68313.7","10.930192USDT","FILLED"
"2026-02-26 04:44:23","58179130600","BTCUSDT","Market","BUY","0","0.00016BTC","2026-02-26 04:44:23","0.00016BTC","68724.7","10.995952USDT","FILLED"
"2026-02-26 04:44:19","16537105784","SOLUSDT","Market","SELL","0","0.13SOL","2026-02-26 04:44:19","0.13SOL","88.81","11.5453USDT","FILLED"
"2026-02-26 04:14:17","16536855770","SOLUSDT","Market","BUY","0","0.13SOL","2026-02-26 04:14:17","0.13SOL","88.36","11.4868USDT","FILLED"
"2026-02-26 04:14:17","44015896372","ETHUSDT","Market","SELL","0","0.0055ETH","2026-02-26 04:14:17","0.0055ETH","2062.61","11.344355USDT","FILLED"
"2026-02-26 03:44:14","44015135213","ETHUSDT","Market","BUY","0","0.0055ETH","2026-02-26 03:44:14","0.0055ETH","2058.12","11.31966USDT","FILLED"
"2026-02-26 03:44:13","58176775325","BTCUSDT","Market","SELL","0","0.00016BTC","2026-02-26 03:44:13","0.00016BTC","68271.82","10.9234912USDT","FILLED"
"2026-02-26 03:14:12","58175707573","BTCUSDT","Market","BUY","0","0.00016BTC","2026-02-26 03:14:12","0.00016BTC","68123.66","10.8997856USDT","FILLED"
"2026-02-26 02:32:29","44013221479","ETHUSDT","Market","SELL","0","0.0058ETH","2026-02-26 02:32:29","0.0058ETH","2051.79","11.900382USDT","FILLED"
"2026-02-26 02:02:26","44011934862","ETHUSDT","Market","BUY","0","0.0058ETH","2026-02-26 02:02:26","0.0058ETH","2053.54","11.910532USDT","FILLED"
"2026-02-26 02:02:25","58172466129","BTCUSDT","Market","SELL","0","0.00017BTC","2026-02-26 02:02:25","0.00017BTC","68145.59","11.5847503USDT","FILLED"
"2026-02-26 01:32:22","58171166688","BTCUSDT","Market","BUY","0","0.00017BTC","2026-02-26 01:32:22","0.00017BTC","68358.08","11.6208736USDT","FILLED"
"2026-02-26 01:32:17","16535630308","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-26 01:32:17","0.12SOL","88.48","10.6176USDT","FILLED"
"2026-02-26 01:02:11","16535340013","SOLUSDT","Market","BUY","0","0.13SOL","2026-02-26 01:02:11","0.13SOL","88.63","11.5219USDT","FILLED"
"2026-02-26 01:02:10","44009747373","ETHUSDT","Market","SELL","0","0.0057ETH","2026-02-26 01:02:10","0.0057ETH","2060.97","11.747529USDT","FILLED"
"2026-02-26 00:32:08","44008461916","ETHUSDT","Market","BUY","0","0.0057ETH","2026-02-26 00:32:08","0.0057ETH","2070.02","11.799114USDT","FILLED"
"2026-02-26 00:32:07","58167873839","BTCUSDT","Market","SELL","0","0.00016BTC","2026-02-26 00:32:07","0.00016BTC","68432.05","10.949128USDT","FILLED"
"2026-02-26 00:13:20","58166706301","BTCUSDT","Market","BUY","0","0.00017BTC","2026-02-26 00:13:20","0.00017BTC","68157","11.58669USDT","FILLED"
"2026-02-26 00:13:20","44007492708","ETHUSDT","Market","SELL","0","0.0062ETH","2026-02-26 00:13:20","0.0062ETH","2065.17","12.804054USDT","FILLED"
"2026-02-23 15:03:06","43879767649","ETHUSDT","Market","BUY","0","0.0063ETH","2026-02-23 15:03:06","0.0063ETH","1903.49","11.991987USDT","FILLED"
"2026-02-23 15:03:05","57993252898","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 15:03:05","0.00018BTC","65842.8","11.851704USDT","FILLED"
"2026-02-23 14:33:03","57989707750","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 14:33:03","0.00018BTC","66162.85","11.909313USDT","FILLED"
"2026-02-23 14:32:57","57989699051","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 14:32:57","0.00018BTC","66165.08","11.9097144USDT","FILLED"
"2026-02-23 14:02:55","57988323429","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 14:02:55","0.00018BTC","66170.11","11.9106198USDT","FILLED"
"2026-02-23 14:02:50","57988322637","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 14:02:50","0.00018BTC","66170.1","11.910618USDT","FILLED"
"2026-02-23 13:32:48","57987207925","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 13:32:48","0.00018BTC","66207.77","11.9173986USDT","FILLED"
"2026-02-23 13:32:43","57987206617","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 13:32:43","0.00018BTC","66202.01","11.9163618USDT","FILLED"
"2026-02-23 13:02:40","57986274264","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 13:02:40","0.00018BTC","66299.73","11.9339514USDT","FILLED"
"2026-02-23 13:02:36","28483857","USD1USDT","Market","SELL","0","12USD1","2026-02-23 13:02:36","12USD1","0.9993","11.9916USDT","FILLED"
"2026-02-23 12:32:33","28477926","USD1USDT","Market","BUY","0","12USD1","2026-02-23 12:32:33","12USD1","0.9994","11.9928USDT","FILLED"
"2026-02-23 12:32:32","57984798891","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 12:32:32","0.00018BTC","65983.57","11.8770426USDT","FILLED"
"2026-02-23 12:02:30","57983892911","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 12:02:30","0.00018BTC","66187.51","11.9137518USDT","FILLED"
"2026-02-23 12:02:26","28474505","USD1USDT","Market","SELL","0","12USD1","2026-02-23 12:02:26","12USD1","0.9992","11.9904USDT","FILLED"
"2026-02-23 11:32:24","28470782","USD1USDT","Market","BUY","0","12USD1","2026-02-23 11:32:24","12USD1","0.9993","11.9916USDT","FILLED"
"2026-02-23 11:32:23","57983063650","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 11:32:23","0.00018BTC","66278.75","11.930175USDT","FILLED"
"2026-02-23 11:02:20","57982218806","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 11:02:20","0.00018BTC","66327.19","11.9388942USDT","FILLED"
"2026-02-23 11:02:16","28466399","USD1USDT","Market","SELL","0","12USD1","2026-02-23 11:02:16","12USD1","0.9992","11.9904USDT","FILLED"
"2026-02-23 10:32:14","28462997","USD1USDT","Market","BUY","0","12USD1","2026-02-23 10:32:14","12USD1","0.9993","11.9916USDT","FILLED"
"2026-02-23 10:32:12","57981431457","BTCUSDT","Market","SELL","0","0.00018BTC","2026-02-23 10:32:12","0.00018BTC","66333.34","11.9400012USDT","FILLED"
"2026-02-23 10:02:10","57980197197","BTCUSDT","Market","BUY","0","0.00018BTC","2026-02-23 10:02:10","0.00018BTC","66487.25","11.967705USDT","FILLED"
"2026-02-23 10:02:06","28459127","USD1USDT","Market","SELL","0","12USD1","2026-02-23 10:02:06","12USD1","0.9992","11.9904USDT","FILLED"
"2026-02-23 09:32:03","28453517","USD1USDT","Market","BUY","0","12USD1","2026-02-23 09:32:03","12USD1","0.9993","11.9916USDT","FILLED"
